Time,Class,Region,Average Rent
201203,100 m2 to 159.9 m2,Kowloon,272.0
201206,100 m2 to 159.9 m2,Kowloon,275.0
201209,100 m2 to 159.9 m2,Kowloon,259.0
201212,100 m2 to 159.9 m2,Kowloon,252.0
201303,100 m2 to 159.9 m2,Kowloon,283.0
201306,100 m2 to 159.9 m2,Kowloon,276.0
201309,100 m2 to 159.9 m2,Kowloon,322.0
201312,100 m2 to 159.9 m2,Kowloon,303.0
201403,100 m2 to 159.9 m2,Kowloon,303.0
201406,100 m2 to 159.9 m2,Kowloon,317.0
201409,100 m2 to 159.9 m2,Kowloon,330.0
201412,100 m2 to 159.9 m2,Kowloon,335.0
201503,100 m2 to 159.9 m2,Kowloon,330.0
201506,100 m2 to 159.9 m2,Kowloon,345.0
201509,100 m2 to 159.9 m2,Kowloon,372.0
201512,100 m2 to 159.9 m2,Kowloon,324.0
201603,100 m2 to 159.9 m2,Kowloon,328.0
201606,100 m2 to 159.9 m2,Kowloon,318.0
201609,100 m2 to 159.9 m2,Kowloon,339.0
201612,100 m2 to 159.9 m2,Kowloon,316.0
201703,100 m2 to 159.9 m2,Kowloon,329.0
201706,100 m2 to 159.9 m2,Kowloon,347.0
201709,100 m2 to 159.9 m2,Kowloon,360.0
201712,100 m2 to 159.9 m2,Kowloon,352.0
201803,100 m2 to 159.9 m2,Kowloon,384.0
201806,100 m2 to 159.9 m2,Kowloon,372.0
201809,100 m2 to 159.9 m2,Kowloon,383.0
201812,100 m2 to 159.9 m2,Kowloon,388.0
201903,100 m2 to 159.9 m2,Kowloon,352.0
201906,100 m2 to 159.9 m2,Kowloon,383.0
201909,100 m2 to 159.9 m2,Kowloon,355.0
201912,100 m2 to 159.9 m2,Kowloon,360.0
202003,100 m2 to 159.9 m2,Kowloon,350.0
202006,100 m2 to 159.9 m2,Kowloon,336.0
202009,100 m2 to 159.9 m2,Kowloon,338.0
202012,100 m2 to 159.9 m2,Kowloon,339.0
202103,100 m2 to 159.9 m2,Kowloon,341.0
202106,100 m2 to 159.9 m2,Kowloon,348.0
202109,100 m2 to 159.9 m2,Kowloon,344.0
202112,100 m2 to 159.9 m2,Kowloon,365.0
202203,100 m2 to 159.9 m2,Kowloon,332.0
202206,100 m2 to 159.9 m2,Kowloon,339.0
202209,100 m2 to 159.9 m2,Kowloon,331.0
202212,100 m2 to 159.9 m2,Kowloon,320.0
202303,100 m2 to 159.9 m2,Kowloon,341.0
202306,100 m2 to 159.9 m2,Kowloon,347.0
202309,100 m2 to 159.9 m2,Kowloon,358.0
202312,100 m2 to 159.9 m2,Kowloon,367.0
202403,100 m2 to 159.9 m2,Kowloon,341.0
202406,100 m2 to 159.9 m2,Kowloon,362.0
202409,100 m2 to 159.9 m2,Kowloon,363.0
202412,100 m2 to 159.9 m2,Kowloon,365.0
202503,100 m2 to 159.9 m2,Kowloon,359.0
202506,100 m2 to 159.9 m2,Kowloon,365.0
202509,100 m2 to 159.9 m2,Kowloon,383.0
202512,100 m2 to 159.9 m2,Kowloon,392.0
202603,100 m2 to 159.9 m2,Kowloon,423.0
199903,100 m2 to 159.9 m2,New Territories,183.0
199906,100 m2 to 159.9 m2,New Territories,170.0
199909,100 m2 to 159.9 m2,New Territories,172.0
199912,100 m2 to 159.9 m2,New Territories,180.0
200003,100 m2 to 159.9 m2,New Territories,179.0
200006,100 m2 to 159.9 m2,New Territories,176.0
200009,100 m2 to 159.9 m2,New Territories,186.0
200012,100 m2 to 159.9 m2,New Territories,197.0
200103,100 m2 to 159.9 m2,New Territories,185.0
200106,100 m2 to 159.9 m2,New Territories,182.0
200109,100 m2 to 159.9 m2,New Territories,170.0
200112,100 m2 to 159.9 m2,New Territories,167.0
200203,100 m2 to 159.9 m2,New Territories,169.0
200206,100 m2 to 159.9 m2,New Territories,158.0
200209,100 m2 to 159.9 m2,New Territories,149.0
200212,100 m2 to 159.9 m2,New Territories,152.0
200303,100 m2 to 159.9 m2,New Territories,144.0
200306,100 m2 to 159.9 m2,New Territories,129.0
200309,100 m2 to 159.9 m2,New Territories,126.0
200312,100 m2 to 159.9 m2,New Territories,134.0
200403,100 m2 to 159.9 m2,New Territories,144.0
200406,100 m2 to 159.9 m2,New Territories,155.0
200409,100 m2 to 159.9 m2,New Territories,150.0
200412,100 m2 to 159.9 m2,New Territories,155.0
200503,100 m2 to 159.9 m2,New Territories,173.0
200506,100 m2 to 159.9 m2,New Territories,149.0
200509,100 m2 to 159.9 m2,New Territories,161.0
200512,100 m2 to 159.9 m2,New Territories,164.0
200603,100 m2 to 159.9 m2,New Territories,184.0
200606,100 m2 to 159.9 m2,New Territories,171.0
200609,100 m2 to 159.9 m2,New Territories,169.0
200612,100 m2 to 159.9 m2,New Territories,167.0
200703,100 m2 to 159.9 m2,New Territories,183.0
200706,100 m2 to 159.9 m2,New Territories,193.0
200709,100 m2 to 159.9 m2,New Territories,194.0
200712,100 m2 to 159.9 m2,New Territories,207.0
200803,100 m2 to 159.9 m2,New Territories,234.0
200806,100 m2 to 159.9 m2,New Territories,246.0
200809,100 m2 to 159.9 m2,New Territories,249.0
200812,100 m2 to 159.9 m2,New Territories,219.0
200903,100 m2 to 159.9 m2,New Territories,171.0
200906,100 m2 to 159.9 m2,New Territories,167.0
200909,100 m2 to 159.9 m2,New Territories,188.0
200912,100 m2 to 159.9 m2,New Territories,202.0
201003,100 m2 to 159.9 m2,New Territories,203.0
201006,100 m2 to 159.9 m2,New Territories,223.0
201009,100 m2 to 159.9 m2,New Territories,234.0
201012,100 m2 to 159.9 m2,New Territories,230.0
201103,100 m2 to 159.9 m2,New Territories,230.0
201106,100 m2 to 159.9 m2,New Territories,236.0
201109,100 m2 to 159.9 m2,New Territories,257.0
201112,100 m2 to 159.9 m2,New Territories,241.0
201203,100 m2 to 159.9 m2,New Territories,257.0
201206,100 m2 to 159.9 m2,New Territories,236.0
201209,100 m2 to 159.9 m2,New Territories,250.0
201212,100 m2 to 159.9 m2,New Territories,269.0
201303,100 m2 to 159.9 m2,New Territories,232.0
201306,100 m2 to 159.9 m2,New Territories,263.0
201309,100 m2 to 159.9 m2,New Territories,245.0
201312,100 m2 to 159.9 m2,New Territories,238.0
201403,100 m2 to 159.9 m2,New Territories,257.0
201406,100 m2 to 159.9 m2,New Territories,249.0
201409,100 m2 to 159.9 m2,New Territories,245.0
201412,100 m2 to 159.9 m2,New Territories,253.0
201503,100 m2 to 159.9 m2,New Territories,266.0
201506,100 m2 to 159.9 m2,New Territories,244.0
201509,100 m2 to 159.9 m2,New Territories,258.0
201512,100 m2 to 159.9 m2,New Territories,255.0
201603,100 m2 to 159.9 m2,New Territories,267.0
201606,100 m2 to 159.9 m2,New Territories,241.0
201609,100 m2 to 159.9 m2,New Territories,241.0
201612,100 m2 to 159.9 m2,New Territories,249.0
201703,100 m2 to 159.9 m2,New Territories,250.0
201706,100 m2 to 159.9 m2,New Territories,241.0
201709,100 m2 to 159.9 m2,New Territories,263.0
201712,100 m2 to 159.9 m2,New Territories,264.0
201803,100 m2 to 159.9 m2,New Territories,267.0
201806,100 m2 to 159.9 m2,New Territories,264.0
201809,100 m2 to 159.9 m2,New Territories,269.0
201812,100 m2 to 159.9 m2,New Territories,278.0
201903,100 m2 to 159.9 m2,New Territories,275.0
201906,100 m2 to 159.9 m2,New Territories,264.0
201909,100 m2 to 159.9 m2,New Territories,273.0
201912,100 m2 to 159.9 m2,New Territories,258.0
202003,100 m2 to 159.9 m2,New Territories,249.0
202006,100 m2 to 159.9 m2,New Territories,247.0
202009,100 m2 to 159.9 m2,New Territories,255.0
202012,100 m2 to 159.9 m2,New Territories,263.0
202103,100 m2 to 159.9 m2,New Territories,258.0
202106,100 m2 to 159.9 m2,New Territories,255.0
202109,100 m2 to 159.9 m2,New Territories,262.0
202112,100 m2 to 159.9 m2,New Territories,263.0
202203,100 m2 to 159.9 m2,New Territories,259.0
202206,100 m2 to 159.9 m2,New Territories,257.0
202209,100 m2 to 159.9 m2,New Territories,253.0
202212,100 m2 to 159.9 m2,New Territories,244.0
202303,100 m2 to 159.9 m2,New Territories,245.0
202306,100 m2 to 159.9 m2,New Territories,243.0
202309,100 m2 to 159.9 m2,New Territories,255.0
202312,100 m2 to 159.9 m2,New Territories,252.0
202403,100 m2 to 159.9 m2,New Territories,253.0
202406,100 m2 to 159.9 m2,New Territories,253.0
202409,100 m2 to 159.9 m2,New Territories,260.0
202412,100 m2 to 159.9 m2,New Territories,248.0
202503,100 m2 to 159.9 m2,New Territories,251.0
202506,100 m2 to 159.9 m2,New Territories,244.0
202509,100 m2 to 159.9 m2,New Territories,247.0
202512,100 m2 to 159.9 m2,New Territories,238.0
202603,100 m2 to 159.9 m2,New Territories,254.0
199903,160 m2 or above,Hong Kong,304.0
199906,160 m2 or above,Hong Kong,303.0
199909,160 m2 or above,Hong Kong,313.0
199912,160 m2 or above,Hong Kong,308.0
200003,160 m2 or above,Hong Kong,310.0
200006,160 m2 or above,Hong Kong,304.0
200009,160 m2 or above,Hong Kong,328.0
200012,160 m2 or above,Hong Kong,320.0
200103,160 m2 or above,Hong Kong,322.0
200106,160 m2 or above,Hong Kong,324.0
200109,160 m2 or above,Hong Kong,339.0
200112,160 m2 or above,Hong Kong,324.0
200203,160 m2 or above,Hong Kong,310.0
200206,160 m2 or above,Hong Kong,308.0
200209,160 m2 or above,Hong Kong,313.0
200212,160 m2 or above,Hong Kong,290.0
200303,160 m2 or above,Hong Kong,272.0
200306,160 m2 or above,Hong Kong,263.0
200309,160 m2 or above,Hong Kong,257.0
200312,160 m2 or above,Hong Kong,253.0
200403,160 m2 or above,Hong Kong,260.0
200406,160 m2 or above,Hong Kong,268.0
200409,160 m2 or above,Hong Kong,287.0
200412,160 m2 or above,Hong Kong,285.0
200503,160 m2 or above,Hong Kong,283.0
200506,160 m2 or above,Hong Kong,307.0
200509,160 m2 or above,Hong Kong,337.0
200512,160 m2 or above,Hong Kong,338.0
200603,160 m2 or above,Hong Kong,326.0
200606,160 m2 or above,Hong Kong,357.0
200609,160 m2 or above,Hong Kong,361.0
200612,160 m2 or above,Hong Kong,367.0
200703,160 m2 or above,Hong Kong,365.0
200706,160 m2 or above,Hong Kong,380.0
200709,160 m2 or above,Hong Kong,413.0
200712,160 m2 or above,Hong Kong,431.0
200803,160 m2 or above,Hong Kong,459.0
200806,160 m2 or above,Hong Kong,461.0
200809,160 m2 or above,Hong Kong,506.0
200812,160 m2 or above,Hong Kong,452.0
200903,160 m2 or above,Hong Kong,365.0
200906,160 m2 or above,Hong Kong,347.0
200909,160 m2 or above,Hong Kong,366.0
200912,160 m2 or above,Hong Kong,374.0
201003,160 m2 or above,Hong Kong,379.0
201006,160 m2 or above,Hong Kong,410.0
201009,160 m2 or above,Hong Kong,417.0
201012,160 m2 or above,Hong Kong,428.0
201103,160 m2 or above,Hong Kong,443.0
201106,160 m2 or above,Hong Kong,470.0
201109,160 m2 or above,Hong Kong,488.0
201112,160 m2 or above,Hong Kong,456.0
201203,160 m2 or above,Hong Kong,452.0
201206,160 m2 or above,Hong Kong,467.0
201209,160 m2 or above,Hong Kong,473.0
201212,160 m2 or above,Hong Kong,497.0
201303,160 m2 or above,Hong Kong,462.0
201306,160 m2 or above,Hong Kong,500.0
201309,160 m2 or above,Hong Kong,476.0
201312,160 m2 or above,Hong Kong,478.0
201403,160 m2 or above,Hong Kong,449.0
201406,160 m2 or above,Hong Kong,469.0
201409,160 m2 or above,Hong Kong,476.0
201412,160 m2 or above,Hong Kong,464.0
201503,160 m2 or above,Hong Kong,460.0
201506,160 m2 or above,Hong Kong,461.0
201509,160 m2 or above,Hong Kong,477.0
201512,160 m2 or above,Hong Kong,456.0
201603,160 m2 or above,Hong Kong,434.0
201606,160 m2 or above,Hong Kong,428.0
201609,160 m2 or above,Hong Kong,434.0
201612,160 m2 or above,Hong Kong,435.0
201703,160 m2 or above,Hong Kong,435.0
201706,160 m2 or above,Hong Kong,441.0
201709,160 m2 or above,Hong Kong,467.0
201712,160 m2 or above,Hong Kong,460.0
201803,160 m2 or above,Hong Kong,454.0
201806,160 m2 or above,Hong Kong,475.0
201809,160 m2 or above,Hong Kong,482.0
201812,160 m2 or above,Hong Kong,479.0
201903,160 m2 or above,Hong Kong,480.0
201906,160 m2 or above,Hong Kong,465.0
201909,160 m2 or above,Hong Kong,476.0
201912,160 m2 or above,Hong Kong,451.0
202003,160 m2 or above,Hong Kong,438.0
202006,160 m2 or above,Hong Kong,426.0
202009,160 m2 or above,Hong Kong,412.0
202012,160 m2 or above,Hong Kong,426.0
202103,160 m2 or above,Hong Kong,398.0
202106,160 m2 or above,Hong Kong,439.0
202109,160 m2 or above,Hong Kong,424.0
202112,160 m2 or above,Hong Kong,423.0
202203,160 m2 or above,Hong Kong,441.0
202206,160 m2 or above,Hong Kong,420.0
202209,160 m2 or above,Hong Kong,420.0
202212,160 m2 or above,Hong Kong,429.0
202303,160 m2 or above,Hong Kong,403.0
202306,160 m2 or above,Hong Kong,435.0
202309,160 m2 or above,Hong Kong,434.0
202312,160 m2 or above,Hong Kong,465.0
202403,160 m2 or above,Hong Kong,442.0
202406,160 m2 or above,Hong Kong,447.0
202409,160 m2 or above,Hong Kong,445.0
202412,160 m2 or above,Hong Kong,447.0
202503,160 m2 or above,Hong Kong,458.0
202506,160 m2 or above,Hong Kong,457.0
202509,160 m2 or above,Hong Kong,442.0
202512,160 m2 or above,Hong Kong,480.0
202603,160 m2 or above,Hong Kong,468.0
199903,160 m2 or above,Kowloon,195.0
199906,160 m2 or above,Kowloon,213.0
199909,160 m2 or above,Kowloon,151.0
199912,160 m2 or above,Kowloon,188.0
200003,160 m2 or above,Kowloon,200.0
200006,160 m2 or above,Kowloon,182.0
200009,160 m2 or above,Kowloon,196.0
200012,160 m2 or above,Kowloon,212.0
200103,160 m2 or above,Kowloon,247.0
200106,160 m2 or above,Kowloon,191.0
200109,160 m2 or above,Kowloon,188.0
200112,160 m2 or above,Kowloon,174.0
200203,160 m2 or above,Kowloon,206.0
200206,160 m2 or above,Kowloon,143.0
200209,160 m2 or above,Kowloon,179.0
200212,160 m2 or above,Kowloon,222.0
200303,160 m2 or above,Kowloon,183.0
200306,160 m2 or above,Kowloon,198.0
200309,160 m2 or above,Kowloon,181.0
200312,160 m2 or above,Kowloon,145.0
200403,160 m2 or above,Kowloon,168.0
200406,160 m2 or above,Kowloon,144.0
200409,160 m2 or above,Kowloon,164.0
200412,160 m2 or above,Kowloon,163.0
200503,160 m2 or above,Kowloon,216.0
200506,160 m2 or above,Kowloon,190.0
200509,160 m2 or above,Kowloon,188.0
200512,160 m2 or above,Kowloon,208.0
200603,160 m2 or above,Kowloon,200.0
200606,160 m2 or above,Kowloon,202.0
200609,160 m2 or above,Kowloon,186.0
200612,160 m2 or above,Kowloon,197.0
200703,160 m2 or above,Kowloon,196.0
200706,160 m2 or above,Kowloon,219.0
200709,160 m2 or above,Kowloon,262.0
200712,160 m2 or above,Kowloon,225.0
200803,160 m2 or above,Kowloon,255.0
200806,160 m2 or above,Kowloon,266.0
200809,160 m2 or above,Kowloon,326.0
200812,160 m2 or above,Kowloon,233.0
200903,160 m2 or above,Kowloon,263.0
200906,160 m2 or above,Kowloon,206.0
200909,160 m2 or above,Kowloon,253.0
200912,160 m2 or above,Kowloon,248.0
201003,160 m2 or above,Kowloon,274.0
201006,160 m2 or above,Kowloon,296.0
201009,160 m2 or above,Kowloon,237.0
201012,160 m2 or above,Kowloon,295.0
201103,160 m2 or above,Kowloon,270.0
201106,160 m2 or above,Kowloon,259.0
201109,160 m2 or above,Kowloon,324.0
201112,160 m2 or above,Kowloon,313.0
201203,160 m2 or above,Kowloon,295.0
201206,160 m2 or above,Kowloon,321.0
201209,160 m2 or above,Kowloon,250.0
201212,160 m2 or above,Kowloon,295.0
201303,160 m2 or above,Kowloon,235.0
201306,160 m2 or above,Kowloon,239.0
201309,160 m2 or above,Kowloon,343.0
201312,160 m2 or above,Kowloon,396.0
201403,160 m2 or above,Kowloon,311.0
201406,160 m2 or above,Kowloon,344.0
201409,160 m2 or above,Kowloon,355.0
201412,160 m2 or above,Kowloon,306.0
201503,160 m2 or above,Kowloon,342.0
201506,160 m2 or above,Kowloon,357.0
201509,160 m2 or above,Kowloon,345.0
201512,160 m2 or above,Kowloon,310.0
201603,160 m2 or above,Kowloon,332.0
201606,160 m2 or above,Kowloon,371.0
201609,160 m2 or above,Kowloon,364.0
201612,160 m2 or above,Kowloon,312.0
201703,160 m2 or above,Kowloon,371.0
201706,160 m2 or above,Kowloon,351.0
201709,160 m2 or above,Kowloon,379.0
201712,160 m2 or above,Kowloon,362.0
201803,160 m2 or above,Kowloon,341.0
201806,160 m2 or above,Kowloon,421.0
201809,160 m2 or above,Kowloon,366.0
201812,160 m2 or above,Kowloon,322.0
201903,160 m2 or above,Kowloon,384.0
201906,160 m2 or above,Kowloon,315.0
201909,160 m2 or above,Kowloon,406.0
201912,160 m2 or above,Kowloon,437.0
202003,160 m2 or above,Kowloon,373.0
202006,160 m2 or above,Kowloon,309.0
202009,160 m2 or above,Kowloon,358.0
202012,160 m2 or above,Kowloon,367.0
202103,160 m2 or above,Kowloon,383.0
202106,160 m2 or above,Kowloon,374.0
202109,160 m2 or above,Kowloon,358.0
202112,160 m2 or above,Kowloon,432.0
202203,160 m2 or above,Kowloon,362.0
202206,160 m2 or above,Kowloon,317.0
202209,160 m2 or above,Kowloon,340.0
202212,160 m2 or above,Kowloon,348.0
202303,160 m2 or above,Kowloon,393.0
202306,160 m2 or above,Kowloon,379.0
202309,160 m2 or above,Kowloon,366.0
202312,160 m2 or above,Kowloon,371.0
202403,160 m2 or above,Kowloon,408.0
202406,160 m2 or above,Kowloon,379.0
202409,160 m2 or above,Kowloon,365.0
202412,160 m2 or above,Kowloon,365.0
202503,160 m2 or above,Kowloon,382.0
202506,160 m2 or above,Kowloon,357.0
202509,160 m2 or above,Kowloon,424.0
202512,160 m2 or above,Kowloon,461.0
202603,160 m2 or above,Kowloon,455.0
199903,160 m2 or above,New Territories,179.0
199906,160 m2 or above,New Territories,169.0
199909,160 m2 or above,New Territories,174.0
199912,160 m2 or above,New Territories,179.0
200003,160 m2 or above,New Territories,188.0
200006,160 m2 or above,New Territories,160.0
200009,160 m2 or above,New Territories,175.0
200012,160 m2 or above,New Territories,174.0
200103,160 m2 or above,New Territories,189.0
200106,160 m2 or above,New Territories,179.0
200109,160 m2 or above,New Territories,191.0
200112,160 m2 or above,New Territories,188.0
200203,160 m2 or above,New Territories,176.0
200206,160 m2 or above,New Territories,158.0
200209,160 m2 or above,New Territories,175.0
200212,160 m2 or above,New Territories,165.0
200303,160 m2 or above,New Territories,164.0
200306,160 m2 or above,New Territories,131.0
200309,160 m2 or above,New Territories,151.0
200312,160 m2 or above,New Territories,141.0
200403,160 m2 or above,New Territories,165.0
200406,160 m2 or above,New Territories,154.0
200409,160 m2 or above,New Territories,176.0
200412,160 m2 or above,New Territories,157.0
200503,160 m2 or above,New Territories,168.0
200506,160 m2 or above,New Territories,138.0
200509,160 m2 or above,New Territories,199.0
200512,160 m2 or above,New Territories,198.0
200603,160 m2 or above,New Territories,197.0
200606,160 m2 or above,New Territories,185.0
200609,160 m2 or above,New Territories,197.0
200612,160 m2 or above,New Territories,174.0
200703,160 m2 or above,New Territories,212.0
200706,160 m2 or above,New Territories,227.0
200709,160 m2 or above,New Territories,222.0
200712,160 m2 or above,New Territories,239.0
200803,160 m2 or above,New Territories,239.0
200806,160 m2 or above,New Territories,264.0
200809,160 m2 or above,New Territories,299.0
200812,160 m2 or above,New Territories,214.0
200903,160 m2 or above,New Territories,229.0
200906,160 m2 or above,New Territories,183.0
200909,160 m2 or above,New Territories,218.0
200912,160 m2 or above,New Territories,213.0
201003,160 m2 or above,New Territories,260.0
201006,160 m2 or above,New Territories,222.0
201009,160 m2 or above,New Territories,224.0
201012,160 m2 or above,New Territories,243.0
201103,160 m2 or above,New Territories,270.0
201106,160 m2 or above,New Territories,227.0
201109,160 m2 or above,New Territories,271.0
201112,160 m2 or above,New Territories,247.0
201203,160 m2 or above,New Territories,279.0
201206,160 m2 or above,New Territories,291.0
201209,160 m2 or above,New Territories,301.0
201212,160 m2 or above,New Territories,287.0
201303,160 m2 or above,New Territories,297.0
201306,160 m2 or above,New Territories,247.0
201309,160 m2 or above,New Territories,254.0
201312,160 m2 or above,New Territories,250.0
201403,160 m2 or above,New Territories,262.0
201406,160 m2 or above,New Territories,229.0
201409,160 m2 or above,New Territories,253.0
201412,160 m2 or above,New Territories,250.0
201503,160 m2 or above,New Territories,249.0
201506,160 m2 or above,New Territories,244.0
201509,160 m2 or above,New Territories,268.0
201512,160 m2 or above,New Territories,245.0
201603,160 m2 or above,New Territories,234.0
201606,160 m2 or above,New Territories,218.0
201609,160 m2 or above,New Territories,242.0
201612,160 m2 or above,New Territories,245.0
201703,160 m2 or above,New Territories,236.0
201706,160 m2 or above,New Territories,240.0
201709,160 m2 or above,New Territories,246.0
201712,160 m2 or above,New Territories,230.0
201803,160 m2 or above,New Territories,260.0
201806,160 m2 or above,New Territories,227.0
201809,160 m2 or above,New Territories,257.0
201812,160 m2 or above,New Territories,258.0
201903,160 m2 or above,New Territories,230.0
201906,160 m2 or above,New Territories,253.0
201909,160 m2 or above,New Territories,241.0
201912,160 m2 or above,New Territories,249.0
202003,160 m2 or above,New Territories,257.0
202006,160 m2 or above,New Territories,229.0
202009,160 m2 or above,New Territories,223.0
202012,160 m2 or above,New Territories,229.0
202103,160 m2 or above,New Territories,244.0
202106,160 m2 or above,New Territories,229.0
202109,160 m2 or above,New Territories,236.0
202112,160 m2 or above,New Territories,257.0
202203,160 m2 or above,New Territories,243.0
202206,160 m2 or above,New Territories,220.0
202209,160 m2 or above,New Territories,228.0
202212,160 m2 or above,New Territories,219.0
202303,160 m2 or above,New Territories,211.0
202306,160 m2 or above,New Territories,229.0
202309,160 m2 or above,New Territories,229.0
202312,160 m2 or above,New Territories,222.0
202403,160 m2 or above,New Territories,236.0
202406,160 m2 or above,New Territories,213.0
202409,160 m2 or above,New Territories,217.0
202412,160 m2 or above,New Territories,219.0
202503,160 m2 or above,New Territories,215.0
202506,160 m2 or above,New Territories,218.0
202509,160 m2 or above,New Territories,230.0
202512,160 m2 or above,New Territories,205.0
202603,160 m2 or above,New Territories,254.0
